,walk_length,num_walks,p,q,window,adj_rand
0,80.0,10.0,1.0,0.25,10.0,0.13
1,80.0,10.0,1.0,0.5,10.0,0.09375
2,80.0,10.0,1.0,1.0,10.0,0.397887323943662
3,80.0,10.0,1.0,2.0,10.0,0.7976190476190477
4,80.0,10.0,1.0,4.0,10.0,0.7874015748031497
