,walk_length,num_walks,p,q,window,adj_rand
0,20.0,10.0,1.0,1.0,10.0,0.20056316850036351
1,30.0,10.0,1.0,1.0,10.0,0.2695434399083792
2,40.0,10.0,1.0,1.0,10.0,0.36933082594885425
3,50.0,10.0,1.0,1.0,10.0,0.3719093278540676
4,60.0,10.0,1.0,1.0,10.0,0.37395982558822066
5,70.0,10.0,1.0,1.0,10.0,0.4026419045056228
6,80.0,10.0,1.0,1.0,10.0,0.3724287492494876
7,90.0,10.0,1.0,1.0,10.0,0.4111395367466766
8,100.0,10.0,1.0,1.0,10.0,0.42875644071527
9,110.0,10.0,1.0,1.0,10.0,0.4448189609521165
