,walk_length,num_walks,p,q,window,adj_rand
0,80.0,6.0,1.0,1.0,10.0,0.3441499188080035
1,80.0,8.0,1.0,1.0,10.0,0.4162889344585178
2,80.0,10.0,1.0,1.0,10.0,0.3724287492494876
3,80.0,12.0,1.0,1.0,10.0,0.4470157834311216
4,80.0,14.0,1.0,1.0,10.0,0.4419542027271326
5,80.0,16.0,1.0,1.0,10.0,0.45211317225099595
6,80.0,18.0,1.0,1.0,10.0,0.4619521101194833
7,80.0,20.0,1.0,1.0,10.0,0.4178658394931954
8,80.0,22.0,1.0,1.0,10.0,0.44075500934438105
