,walk_length,num_walks,p,q,window,adj_rand
0,80.0,6.0,1.0,1.0,10.0,0.3492647058823529
1,80.0,8.0,1.0,1.0,10.0,0.24489795918367346
2,80.0,10.0,1.0,1.0,10.0,0.397887323943662
3,80.0,12.0,1.0,1.0,10.0,0.8079999999999999
4,80.0,14.0,1.0,1.0,10.0,0.75
5,80.0,16.0,1.0,1.0,10.0,0.6770833333333334
6,80.0,18.0,1.0,1.0,10.0,0.8928571428571429
7,80.0,20.0,1.0,1.0,10.0,0.7976190476190477
8,80.0,22.0,1.0,1.0,10.0,0.8928571428571429
