,heur,run,N,best_x,best_y,neval
0,GO_10,0,10,[ 1.47545455  1.01014481 29.         92.         24.        ],-0.43888175265164175,inf
1,GO_10,1,10,[ 0.79869035  0.8750129  22.         67.          7.        ],-0.4694476868077961,inf
2,GO_10,2,10,[  2.73161764   0.73987712  27.         102.          12.        ],-0.44773585162083424,inf
3,GO_10,3,10,[  3.92072118   3.76522146  23.         124.           8.        ],-0.45146162951980323,inf
