,walk_length,num_walks,p,q,window,adj_rand
0,80.0,10.0,0.25,1.0,10.0,0.37767544385977236
1,80.0,10.0,0.5,1.0,10.0,0.41307951988621605
2,80.0,10.0,1.0,1.0,10.0,0.3724287492494876
3,80.0,10.0,2.0,1.0,10.0,0.49355688753016314
4,80.0,10.0,4.0,1.0,10.0,0.43167901171672945
