,walk_length,num_walks,p,q,window,adj_rand
0,80.0,10.0,0.25,1.0,10.0,0.4807692307692308
1,80.0,10.0,0.5,1.0,10.0,0.7115384615384616
2,80.0,10.0,1.0,1.0,10.0,0.397887323943662
3,80.0,10.0,2.0,1.0,10.0,0.55
4,80.0,10.0,4.0,1.0,10.0,0.08965517241379312
