,heur,run,hmax,best_x,best_y,neval
0,SG_5,0,5,"[1.1214218532880724, 1.0, 10, 80, 10]",0.8928571428571429,inf
1,SG_5,1,5,"[0.9562607627801545, 1.0, 10, 80, 10]",0.7976190476190477,inf
2,SG_5,2,5,"[0.5920555455270988, 1.0, 10, 80, 10]",0.8928571428571429,inf
3,SG_5,3,5,"[0.5973369211548523, 1.0, 10, 80, 10]",1.0,18.0
4,SG_5,4,5,"[0.9325636391443566, 1.0, 10, 80, 10]",0.7976190476190477,inf
5,SG_5,5,5,"[0.47692232572185844, 1.0, 10, 80, 10]",0.8928571428571429,inf
6,SG_5,6,5,"[1.2027333217434912, 1.0, 10, 80, 10]",0.6976744186046512,inf
7,SG_5,7,5,"[1.091518346915655, 1.0, 10, 80, 10]",0.8928571428571429,inf
8,SG_5,8,5,"[0.4070996928242092, 1.0, 10, 80, 10]",0.8928571428571429,inf
9,SG_5,9,5,"[0.26520259220586695, 1.0, 10, 80, 10]",0.8928571428571429,inf
10,SG_5,10,5,"[0.5699371870305634, 1.0, 10, 80, 10]",0.8928571428571429,inf
11,SG_5,11,5,"[0.5355742800619168, 1.0, 10, 80, 10]",0.8928571428571429,inf
12,SG_5,12,5,"[0.4218890063770182, 1.0, 10, 80, 10]",1.0,19.0
13,SG_5,13,5,"[0.3440669938858436, 1.0, 10, 80, 10]",0.813953488372093,inf
14,SG_5,14,5,"[3.066495829716731, 1.0, 10, 80, 10]",0.6022727272727273,inf
15,SG_5,15,5,"[0.886623555380881, 1.0, 10, 80, 10]",0.80078125,inf
16,SG_5,16,5,"[0.27653499785790014, 1.0, 10, 80, 10]",0.8928571428571429,inf
17,SG_5,17,5,"[0.6084209318936078, 1.0, 10, 80, 10]",0.7023809523809523,inf
18,SG_5,18,5,"[0.97848182684824, 1.0, 10, 80, 10]",0.8928571428571429,inf
19,SG_5,19,5,"[0.6566023453571659, 1.0, 10, 80, 10]",1.0,23.0
20,SG_5,20,5,"[0.499470668526393, 1.0, 10, 80, 10]",1.0,40.0
21,SG_5,21,5,"[0.9353535032683311, 1.0, 10, 80, 10]",1.0,26.0
22,SG_5,22,5,"[0.37390061693118204, 1.0, 10, 80, 10]",1.0,11.0
23,SG_5,23,5,"[0.535193768788905, 1.0, 10, 80, 10]",0.7874015748031497,inf
24,SG_5,24,5,"[0.3047148852629906, 1.0, 10, 80, 10]",0.8928571428571429,inf
25,SG_5,25,5,"[0.2176090188862485, 1.0, 10, 80, 10]",1.0,12.0
26,SG_5,26,5,"[1.0687884406075927, 1.0, 10, 80, 10]",1.0,1.0
27,SG_5,27,5,"[0.7100983414109829, 1.0, 10, 80, 10]",1.0,20.0
28,SG_5,28,5,"[0.41364983646762044, 1.0, 10, 80, 10]",1.0,42.0
29,SG_5,29,5,"[1.1188442312920195, 1.0, 10, 80, 10]",1.0,35.0
30,SG_5,30,5,"[0.663200675797424, 1.0, 10, 80, 10]",1.0,2.0
31,SG_5,31,5,"[0.3617929921871328, 1.0, 10, 80, 10]",0.8928571428571429,inf
32,SG_5,32,5,"[2.906538306651891, 1.0, 10, 80, 10]",0.70703125,inf
33,SG_5,33,5,"[1.9382689242839124, 1.0, 10, 80, 10]",0.7165354330708662,inf
34,SG_5,34,5,"[0.4170209631195214, 1.0, 10, 80, 10]",0.8928571428571429,inf
35,SG_5,35,5,"[0.5978591781716709, 1.0, 10, 80, 10]",1.0,21.0
36,SG_5,36,5,"[0.5609127823581654, 1.0, 10, 80, 10]",0.8928571428571429,inf
37,SG_5,37,5,"[0.6941054846174604, 1.0, 10, 80, 10]",0.7976190476190477,inf
38,SG_5,38,5,"[2.5734968473357576, 1.0, 10, 80, 10]",0.73046875,inf
39,SG_5,39,5,"[0.20390972756999526, 1.0, 10, 80, 10]",1.0,20.0
40,SG_5,40,5,"[0.5713272829967599, 1.0, 10, 80, 10]",1.0,19.0
41,SG_5,41,5,"[1.1589241574603797, 1.0, 10, 80, 10]",0.8928571428571429,inf
42,SG_5,42,5,"[2.041238102085708, 1.0, 10, 80, 10]",0.7976190476190477,inf
43,SG_5,43,5,"[0.16914488384477622, 1.0, 10, 80, 10]",0.8928571428571429,inf
44,SG_5,44,5,"[1.0445677734746375, 1.0, 10, 80, 10]",0.7874015748031497,inf
45,SG_5,45,5,"[0.845124395196347, 1.0, 10, 80, 10]",0.8928571428571429,inf
46,SG_5,46,5,"[0.3565542646951969, 1.0, 10, 80, 10]",1.0,3.0
47,SG_5,47,5,"[1.180339291940189, 1.0, 10, 80, 10]",0.7976190476190477,inf
48,SG_5,48,5,"[2.052206366943859, 1.0, 10, 80, 10]",0.6198630136986302,inf
49,SG_5,49,5,"[1.0351686359423837, 1.0, 10, 80, 10]",0.77734375,inf
