,walk_length,num_walks,p,q,window,adj_rand
0,80.0,10.0,1.0,1.0,2.0,0.3492647058823529
1,80.0,10.0,1.0,1.0,4.0,0.5795454545454546
2,80.0,10.0,1.0,1.0,6.0,0.5392857142857143
3,80.0,10.0,1.0,1.0,8.0,0.5039370078740157
4,80.0,10.0,1.0,1.0,10.0,0.397887323943662
5,80.0,10.0,1.0,1.0,12.0,0.5595238095238095
6,80.0,10.0,1.0,1.0,14.0,0.3492647058823529
7,80.0,10.0,1.0,1.0,16.0,0.38167938931297707
8,80.0,10.0,1.0,1.0,18.0,0.3933823529411765
9,80.0,10.0,1.0,1.0,20.0,0.5037593984962406
