,heur,run,hmax,best_x,best_y,neval
0,SG_RD_diam0.125,0,1,"[0.4476860968555454, 1.0, 10, 80, 10]",0.8928571428571429,inf
1,SG_RD_diam0.125,1,1,"[0.3796373437404865, 1.0, 10, 80, 10]",1.0,1.0
2,SG_RD_diam0.125,2,1,"[0.3939961827803371, 1.0, 10, 80, 10]",1.0,32.0
3,SG_RD_diam0.125,3,1,"[0.5108885003533055, 1.0, 10, 80, 10]",1.0,10.0
4,SG_RD_diam0.125,4,1,"[0.368993976948071, 1.0, 10, 80, 10]",1.0,30.0
5,SG_RD_diam0.125,5,1,"[0.38479933354199103, 1.0, 10, 80, 10]",1.0,1.0
6,SG_RD_diam0.125,6,1,"[0.569239456660497, 1.0, 10, 80, 10]",0.813953488372093,inf
7,SG_RD_diam0.125,7,1,"[0.4267845139170121, 1.0, 10, 80, 10]",0.8928571428571429,inf
8,SG_RD_diam0.125,8,1,"[0.5064915165372983, 1.0, 10, 80, 10]",1.0,2.0
9,SG_RD_diam0.125,9,1,"[1.0031876030332083, 1.0, 10, 80, 10]",1.0,10.0
10,SG_RD_diam0.125,10,1,"[0.28257375603960666, 1.0, 10, 80, 10]",1.0,15.0
11,SG_RD_diam0.125,11,1,"[0.2808130623931566, 1.0, 10, 80, 10]",1.0,16.0
12,SG_RD_diam0.125,12,1,"[0.4992944864163378, 1.0, 10, 80, 10]",0.8928571428571429,inf
13,SG_RD_diam0.125,13,1,"[0.9357480333737973, 1.0, 10, 80, 10]",1.0,48.0
14,SG_RD_diam0.125,14,1,"[1.0849458296945356, 1.0, 10, 80, 10]",1.0,6.0
15,SG_RD_diam0.125,15,1,"[1.0533930096514061, 1.0, 10, 80, 10]",1.0,29.0
16,SG_RD_diam0.125,16,1,"[0.19171494317122972, 1.0, 10, 80, 10]",1.0,41.0
17,SG_RD_diam0.125,17,1,"[0.21336664073956246, 1.0, 10, 80, 10]",1.0,26.0
18,SG_RD_diam0.125,18,1,"[1.1190050689441189, 1.0, 10, 80, 10]",1.0,5.0
19,SG_RD_diam0.125,19,1,"[0.3529045845826966, 1.0, 10, 80, 10]",1.0,3.0
20,SG_RD_diam0.125,20,1,"[0.49126955061052735, 1.0, 10, 80, 10]",0.8928571428571429,inf
21,SG_RD_diam0.125,21,1,"[0.448357639459648, 1.0, 10, 80, 10]",0.8928571428571429,inf
22,SG_RD_diam0.125,22,1,"[0.4375888721281189, 1.0, 10, 80, 10]",0.8928571428571429,inf
23,SG_RD_diam0.125,23,1,"[0.20889883673738874, 1.0, 10, 80, 10]",1.0,7.0
24,SG_RD_diam0.125,24,1,"[0.28375435047934605, 1.0, 10, 80, 10]",0.813953488372093,inf
25,SG_RD_diam0.125,25,1,"[0.5233878336225968, 1.0, 10, 80, 10]",1.0,30.0
26,SG_RD_diam0.125,26,1,"[0.2720594141141901, 1.0, 10, 80, 10]",0.7976190476190477,inf
27,SG_RD_diam0.125,27,1,"[1.0407043881536286, 1.0, 10, 80, 10]",1.0,27.0
28,SG_RD_diam0.125,28,1,"[0.28250156359475165, 1.0, 10, 80, 10]",1.0,39.0
29,SG_RD_diam0.125,29,1,"[0.34088931975728265, 1.0, 10, 80, 10]",1.0,50.0
30,SG_RD_diam0.125,30,1,"[0.8876953878729963, 1.0, 10, 80, 10]",0.8928571428571429,inf
31,SG_RD_diam0.125,31,1,"[1.1479341131929153, 1.0, 10, 80, 10]",1.0,45.0
32,SG_RD_diam0.125,32,1,"[0.3768677127157365, 1.0, 10, 80, 10]",1.0,9.0
33,SG_RD_diam0.125,33,1,"[0.38437152823324405, 1.0, 10, 80, 10]",1.0,6.0
34,SG_RD_diam0.125,34,1,"[0.9565467153336082, 1.0, 10, 80, 10]",0.8928571428571429,inf
35,SG_RD_diam0.125,35,1,"[0.9423834399158375, 1.0, 10, 80, 10]",1.0,21.0
36,SG_RD_diam0.125,36,1,"[0.29590692540522845, 1.0, 10, 80, 10]",0.8928571428571429,inf
37,SG_RD_diam0.125,37,1,"[1.18247510206481, 1.0, 10, 80, 10]",0.75,inf
38,SG_RD_diam0.125,38,1,"[0.2784836374701567, 1.0, 10, 80, 10]",1.0,4.0
39,SG_RD_diam0.125,39,1,"[0.9614984638543596, 1.0, 10, 80, 10]",1.0,9.0
40,SG_RD_diam0.125,40,1,"[0.39461996370979513, 1.0, 10, 80, 10]",1.0,35.0
41,SG_RD_diam0.125,41,1,"[0.3598052473175839, 1.0, 10, 80, 10]",1.0,50.0
42,SG_RD_diam0.125,42,1,"[0.8723228895167514, 1.0, 10, 80, 10]",1.0,42.0
43,SG_RD_diam0.125,43,1,"[0.35359172018754004, 1.0, 10, 80, 10]",1.0,42.0
44,SG_RD_diam0.125,44,1,"[1.4619970568397904, 1.0, 10, 80, 10]",0.80078125,inf
45,SG_RD_diam0.125,45,1,"[0.3534935428619015, 1.0, 10, 80, 10]",1.0,50.0
46,SG_RD_diam0.125,46,1,"[0.5241666490685666, 1.0, 10, 80, 10]",1.0,9.0
47,SG_RD_diam0.125,47,1,"[0.5641762260614018, 1.0, 10, 80, 10]",0.8928571428571429,inf
48,SG_RD_diam0.125,48,1,"[0.9644926344305764, 1.0, 10, 80, 10]",1.0,31.0
49,SG_RD_diam0.125,49,1,"[0.3695929126922124, 1.0, 10, 80, 10]",1.0,30.0
