,heur,run,hmax,best_x,best_y,neval
0,SG_inf,0,inf,"[0.4913898670546595, 1.0, 10, 80, 10]",1.0,24.0
1,SG_inf,1,inf,"[0.40638465850660577, 1.0, 10, 80, 10]",0.8928571428571429,inf
2,SG_inf,2,inf,"[1.204993164165498, 1.0, 10, 80, 10]",1.0,22.0
3,SG_inf,3,inf,"[1.1350774837848103, 1.0, 10, 80, 10]",0.625,inf
4,SG_inf,4,inf,"[0.952829530107905, 1.0, 10, 80, 10]",0.8928571428571429,inf
5,SG_inf,5,inf,"[0.36196703671723673, 1.0, 10, 80, 10]",1.0,23.0
6,SG_inf,6,inf,"[0.3677523561577498, 1.0, 10, 80, 10]",1.0,41.0
7,SG_inf,7,inf,"[0.3907344688715044, 1.0, 10, 80, 10]",0.8928571428571429,inf
8,SG_inf,8,inf,"[0.9239444337097544, 1.0, 10, 80, 10]",0.8928571428571429,inf
9,SG_inf,9,inf,"[0.5618071938504063, 1.0, 10, 80, 10]",1.0,23.0
10,SG_inf,10,inf,"[0.4992719141751003, 1.0, 10, 80, 10]",0.8928571428571429,inf
11,SG_inf,11,inf,"[0.8375132101669651, 1.0, 10, 80, 10]",0.7976190476190477,inf
12,SG_inf,12,inf,"[0.8942144327310619, 1.0, 10, 80, 10]",1.0,32.0
13,SG_inf,13,inf,"[0.4039751853397231, 1.0, 10, 80, 10]",1.0,3.0
14,SG_inf,14,inf,"[0.5033349233998434, 1.0, 10, 80, 10]",1.0,39.0
15,SG_inf,15,inf,"[0.37850013852198394, 1.0, 10, 80, 10]",0.8928571428571429,inf
16,SG_inf,16,inf,"[0.3243545806946826, 1.0, 10, 80, 10]",1.0,37.0
17,SG_inf,17,inf,"[0.128674658743412, 1.0, 10, 80, 10]",0.8928571428571429,inf
18,SG_inf,18,inf,"[0.9413712412474555, 1.0, 10, 80, 10]",0.8928571428571429,inf
19,SG_inf,19,inf,"[0.5900007741894413, 1.0, 10, 80, 10]",1.0,7.0
20,SG_inf,20,inf,"[0.5917047632308727, 1.0, 10, 80, 10]",1.0,15.0
21,SG_inf,21,inf,"[0.3796293733545717, 1.0, 10, 80, 10]",1.0,15.0
22,SG_inf,22,inf,"[0.24588626439762784, 1.0, 10, 80, 10]",0.813953488372093,inf
23,SG_inf,23,inf,"[4.0850654152276125, 1.0, 10, 80, 10]",0.4965753424657534,inf
24,SG_inf,24,inf,"[0.9538777869379613, 1.0, 10, 80, 10]",0.7874015748031497,inf
25,SG_inf,25,inf,"[0.9136898705756815, 1.0, 10, 80, 10]",0.77734375,inf
26,SG_inf,26,inf,"[1.505850780520782, 1.0, 10, 80, 10]",0.80078125,inf
27,SG_inf,27,inf,"[0.514012283097204, 1.0, 10, 80, 10]",1.0,38.0
28,SG_inf,28,inf,"[0.5783904387151915, 1.0, 10, 80, 10]",0.8928571428571429,inf
29,SG_inf,29,inf,"[0.6011619843555644, 1.0, 10, 80, 10]",1.0,7.0
30,SG_inf,30,inf,"[1.8334944030597473, 1.0, 10, 80, 10]",0.6514084507042254,inf
31,SG_inf,31,inf,"[0.5669973389323908, 1.0, 10, 80, 10]",0.8079999999999999,inf
32,SG_inf,32,inf,"[0.6968178192815975, 1.0, 10, 80, 10]",0.8928571428571429,inf
33,SG_inf,33,inf,"[0.9827646234953735, 1.0, 10, 80, 10]",0.8928571428571429,inf
34,SG_inf,34,inf,"[2.8951095042143904, 1.0, 10, 80, 10]",0.5634328358208955,inf
35,SG_inf,35,inf,"[0.668071266152801, 1.0, 10, 80, 10]",1.0,23.0
36,SG_inf,36,inf,"[2.1180678517436715, 1.0, 10, 80, 10]",0.5978260869565217,inf
37,SG_inf,37,inf,"[0.49530645847755794, 1.0, 10, 80, 10]",1.0,16.0
38,SG_inf,38,inf,"[0.5945522258948559, 1.0, 10, 80, 10]",0.8928571428571429,inf
39,SG_inf,39,inf,"[0.5979510357690958, 1.0, 10, 80, 10]",1.0,1.0
40,SG_inf,40,inf,"[0.8899164365754122, 1.0, 10, 80, 10]",0.8928571428571429,inf
41,SG_inf,41,inf,"[0.5047340875751818, 1.0, 10, 80, 10]",0.8928571428571429,inf
42,SG_inf,42,inf,"[0.913904875947888, 1.0, 10, 80, 10]",0.7976190476190477,inf
43,SG_inf,43,inf,"[0.3262687067264145, 1.0, 10, 80, 10]",0.813953488372093,inf
44,SG_inf,44,inf,"[1.1091123914755237, 1.0, 10, 80, 10]",1.0,4.0
45,SG_inf,45,inf,"[0.4409652748121431, 1.0, 10, 80, 10]",0.8928571428571429,inf
46,SG_inf,46,inf,"[0.2743466406004025, 1.0, 10, 80, 10]",0.8079999999999999,inf
47,SG_inf,47,inf,"[0.3180878331777124, 1.0, 10, 80, 10]",0.8928571428571429,inf
48,SG_inf,48,inf,"[0.27215143932040364, 1.0, 10, 80, 10]",0.8928571428571429,inf
49,SG_inf,49,inf,"[0.23348358280802373, 1.0, 10, 80, 10]",0.7874015748031497,inf
