,heur,run,hmax,best_x,best_y,neval
0,SG_RD_inf,0,inf,"[0.3298006928243762, 1.0, 10, 80, 10]",0.8928571428571429,inf
1,SG_RD_inf,1,inf,"[1.1425708992889252, 1.0, 10, 80, 10]",0.7261904761904762,inf
2,SG_RD_inf,2,inf,"[0.6330190470008623, 1.0, 10, 80, 10]",0.8928571428571429,inf
3,SG_RD_inf,3,inf,"[0.846482893210756, 1.0, 10, 80, 10]",0.7874015748031497,inf
4,SG_RD_inf,4,inf,"[1.1564199594172413, 1.0, 10, 80, 10]",0.8928571428571429,inf
5,SG_RD_inf,5,inf,"[1.1456207441625357, 1.0, 10, 80, 10]",1.0,36.0
6,SG_RD_inf,6,inf,"[0.5173017810503979, 1.0, 10, 80, 10]",0.8928571428571429,inf
7,SG_RD_inf,7,inf,"[0.7370254212223082, 1.0, 10, 80, 10]",0.813953488372093,inf
8,SG_RD_inf,8,inf,"[0.3848380282860089, 1.0, 10, 80, 10]",1.0,40.0
9,SG_RD_inf,9,inf,"[1.1887088488712196, 1.0, 10, 80, 10]",0.8928571428571429,inf
10,SG_RD_inf,10,inf,"[0.9873742847500324, 1.0, 10, 80, 10]",1.0,36.0
11,SG_RD_inf,11,inf,"[1.14697015395442, 1.0, 10, 80, 10]",0.8928571428571429,inf
12,SG_RD_inf,12,inf,"[0.5809541773850988, 1.0, 10, 80, 10]",0.7874015748031497,inf
13,SG_RD_inf,13,inf,"[0.44161441229593734, 1.0, 10, 80, 10]",0.8928571428571429,inf
14,SG_RD_inf,14,inf,"[0.4068950543916432, 1.0, 10, 80, 10]",1.0,17.0
15,SG_RD_inf,15,inf,"[0.9852139280250505, 1.0, 10, 80, 10]",0.7874015748031497,inf
16,SG_RD_inf,16,inf,"[2.055319360490116, 1.0, 10, 80, 10]",0.6022727272727273,inf
17,SG_RD_inf,17,inf,"[0.20957740924783996, 1.0, 10, 80, 10]",1.0,40.0
18,SG_RD_inf,18,inf,"[0.9281122985427417, 1.0, 10, 80, 10]",1.0,7.0
19,SG_RD_inf,19,inf,"[0.35634047761005316, 1.0, 10, 80, 10]",0.8079999999999999,inf
20,SG_RD_inf,20,inf,"[0.5314488498397747, 1.0, 10, 80, 10]",0.8928571428571429,inf
21,SG_RD_inf,21,inf,"[2.907381911846414, 1.0, 10, 80, 10]",0.70703125,inf
22,SG_RD_inf,22,inf,"[0.9540441908840944, 1.0, 10, 80, 10]",0.7023809523809523,inf
23,SG_RD_inf,23,inf,"[0.38984293737891784, 1.0, 10, 80, 10]",1.0,1.0
24,SG_RD_inf,24,inf,"[0.5485525977730585, 1.0, 10, 80, 10]",1.0,17.0
25,SG_RD_inf,25,inf,"[0.8881000991144465, 1.0, 10, 80, 10]",0.6847826086956522,inf
26,SG_RD_inf,26,inf,"[0.3856526156033184, 1.0, 10, 80, 10]",1.0,43.0
27,SG_RD_inf,27,inf,"[0.42194183890657744, 1.0, 10, 80, 10]",1.0,10.0
28,SG_RD_inf,28,inf,"[1.1875521305815897, 1.0, 10, 80, 10]",0.6931818181818182,inf
29,SG_RD_inf,29,inf,"[0.3099807654251032, 1.0, 10, 80, 10]",0.8928571428571429,inf
30,SG_RD_inf,30,inf,"[0.8728116657074563, 1.0, 10, 80, 10]",0.8928571428571429,inf
31,SG_RD_inf,31,inf,"[0.8318974388540035, 1.0, 10, 80, 10]",0.7649253731343283,inf
32,SG_RD_inf,32,inf,"[1.1479355614017503, 1.0, 10, 80, 10]",1.0,28.0
33,SG_RD_inf,33,inf,"[0.5328387925294344, 1.0, 10, 80, 10]",0.7976190476190477,inf
34,SG_RD_inf,34,inf,"[2.7925425952443397, 1.0, 10, 80, 10]",0.5984251968503937,inf
35,SG_RD_inf,35,inf,"[0.49279873350702985, 1.0, 10, 80, 10]",0.8928571428571429,inf
36,SG_RD_inf,36,inf,"[1.5375603337461325, 1.0, 10, 80, 10]",0.813953488372093,inf
37,SG_RD_inf,37,inf,"[1.2054389127041896, 1.0, 10, 80, 10]",0.7976190476190477,inf
38,SG_RD_inf,38,inf,"[0.4363701454553772, 1.0, 10, 80, 10]",0.813953488372093,inf
39,SG_RD_inf,39,inf,"[0.3136630419654276, 1.0, 10, 80, 10]",0.8928571428571429,inf
40,SG_RD_inf,40,inf,"[0.5066839348712144, 1.0, 10, 80, 10]",1.0,47.0
41,SG_RD_inf,41,inf,"[1.117834234983646, 1.0, 10, 80, 10]",0.8928571428571429,inf
42,SG_RD_inf,42,inf,"[1.045265706923518, 1.0, 10, 80, 10]",0.7874015748031497,inf
43,SG_RD_inf,43,inf,"[1.1185478905940367, 1.0, 10, 80, 10]",1.0,39.0
44,SG_RD_inf,44,inf,"[1.9174483537386933, 1.0, 10, 80, 10]",0.6931818181818182,inf
45,SG_RD_inf,45,inf,"[1.480080984011681, 1.0, 10, 80, 10]",0.8928571428571429,inf
46,SG_RD_inf,46,inf,"[0.4035254543816147, 1.0, 10, 80, 10]",0.8928571428571429,inf
47,SG_RD_inf,47,inf,"[0.5651564034606475, 1.0, 10, 80, 10]",1.0,42.0
48,SG_RD_inf,48,inf,"[1.1952775988020954, 1.0, 10, 80, 10]",0.7874015748031497,inf
49,SG_RD_inf,49,inf,"[0.20542120823230325, 1.0, 10, 80, 10]",0.813953488372093,inf
